Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Cox Communications,CALIFORNIA,9106,Cable,500,10,1280,99.99,0,0,99.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,50,10,1000,69.99,0,0,69.99,0,Yes,,,,
Cox Communications,CALIFORNIA,9106,Cable,50,3,1280,65.99,0,0,65.99,0,Yes,,,,
Cox Communications,CALIFORNIA,9106,Cable,500,10,1280,99.99,0,0,99.99,0,Yes,,,,
Zinnia Networks Inc dba CalDSL,CALIFORNIA,16746.3308,Fixed wireless,10,3,Inf,70,0,0,70,0,Yes,,,,
Zinnia Networks Inc dba CalDSL,CALIFORNIA,16746.3308,Fixed wireless,15,4,Inf,90,0,0,90,0,Yes,,,,
Zinnia Networks Inc dba CalDSL,CALIFORNIA,16746.3308,Fixed wireless,25,5,Inf,125,0,0,125,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
Cox Communications,CALIFORNIA,9106,Cable,150,10,1280,83.99,0,0,83.99,0,Yes,,,,
Cox Communications,CALIFORNIA,9106,Cable,50,3,1280,65.99,0,0,65.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
AT&T California,CALIFORNIA,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Wisprenn,CALIFORNIA,16746.3308,Fixed wireless,12,1.5,Inf,60,0,0,60,0,Yes,,,,
Wisprenn,CALIFORNIA,16746.3308,Fixed wireless,14,2.5,Inf,99,0,0,99,0,Yes,,,,
Wisprenn,CALIFORNIA,16746.3308,Fixed wireless,15,5,Inf,199,0,0,199,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,1000,10,Inf,99.95,0,4.37,104.32,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,250,10,500,79.95,0,4.37,84.32,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,25,5,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,1000,10,Inf,99.95,0,4.37,104.32,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,250,10,500,79.95,0,4.37,84.32,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,50,5,300,49.95,0,4.37,54.32,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Cox Communications,CALIFORNIA,1529372.4,Cable,10,1,1280,44.99,0,0,44.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
San Diego Broadband,CALIFORNIA,16746.3308,Fixed wireless,100,20,Inf,249.99,0,0,249.99,0,Yes,,,,
San Diego Broadband,CALIFORNIA,16746.3308,Fixed wireless,20,5,Inf,59.95,0,0,59.95,0,Yes,,,,
San Diego Broadband,CALIFORNIA,16746.3308,Fixed wireless,30,10,Inf,89.95,0,0,89.95,0,Yes,,,,
San Diego Broadband,CALIFORNIA,16746.3308,Fixed wireless,50,10,Inf,199.99,0,0,199.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,83097.29914,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
Zinnia Networks Inc dba CalDSL,CALIFORNIA,16746.3308,Fixed wireless,5,3,Inf,50,0,0,50,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,20774.32478,FTTH,1000,1000,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,20774.32478,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,83097.29914,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,500,10,1000,89.95,0,4.37,94.32,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,37225.96348,FTTH,1000,1000,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,37225.96348,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,340898.5833,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,37225.96348,FTTH,1000,1000,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,37225.96348,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
AT&T California,CALIFORNIA,776135.35,DSL,25,5,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,388067.675,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,388067.675,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,776135.35,DSL,50,10,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,6209082.8,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
AT&T California,CALIFORNIA,776135.35,DSL,75,20,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
"Zito Media, L.P.",CALIFORNIA,340898.5833,Cable,100,10,Inf,70.35,0,0,70.35,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,50,10,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,1092416.7,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,75,20,1000,69.99,0,0,69.99,0,Yes,,,,
"Charter Communications, Inc.",CALIFORNIA,6587012.2,Cable,400,20,Inf,89.99,0,0,89.99,0,Yes,,,,
"Charter Communications, Inc.",CALIFORNIA,6587012.2,Cable,940,35,Inf,129.99,0,0,129.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"Consolidated Communications Holdings, Inc.",CALIFORNIA,340898.5833,FTTH,100,100,Inf,93.95,0,15.14,109.09,0,Yes,,,,
"Consolidated Communications Holdings, Inc.",CALIFORNIA,340898.5833,FTTH,20,20,Inf,58.95,0,15.14,74.09,0,Yes,,,,
"Consolidated Communications Holdings, Inc.",CALIFORNIA,340898.5833,FTTH,30,30,Inf,68.95,0,15.14,84.09,0,Yes,,,,
AT&T California,CALIFORNIA,1092416.7,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,75,20,1000,69.99,0,0,69.99,0,Yes,,,,
"Cal.net, Inc.",CALIFORNIA,16746.3308,Fixed wireless,25,4,Inf,159.95,0,2.97,162.92,0,Yes,,,,
"Cal.net, Inc.",CALIFORNIA,16746.3308,Fixed wireless,6,2,Inf,69.95,0,2.97,72.92,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
Golden Rain Foundation,CALIFORNIA,340898.5833,Cable,100,10,Inf,48.75,0,0,48.75,0,Yes,,,,
Golden Rain Foundation,CALIFORNIA,340898.5833,Cable,15,3,Inf,23.5,0,0,23.5,0,Yes,,,,
Golden Rain Foundation,CALIFORNIA,340898.5833,Cable,30,3,Inf,28.5,0,0,28.5,0,Yes,,,,
Golden Rain Foundation,CALIFORNIA,340898.5833,Cable,50,5,Inf,38.5,0,0,38.5,0,Yes,,,,
"Consolidated Smart Broadband Systems, LLC",CALIFORNIA,60480.5353,Fixed wireless,500,50,Inf,49.99,4.06,0,54.05,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,50,5,300,49.95,0,4.37,54.32,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,148903.8539,Cable,500,10,1000,89.95,0,4.37,94.32,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,60480.5353,Cable,1000,10,Inf,99.95,0,4.37,104.32,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
"WaveDivision Holdings, LLC",CALIFORNIA,60480.5353,Cable,500,10,1000,89.95,0,4.37,94.32,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,300,10,1229,80,0,0,80,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,25,5,1000,69.99,0,0,69.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,74451.92697,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,83097.29914,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,3,0.375,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,12,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,18,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,25,2,Inf,34.99,0,0,34.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,50,10,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,1092416.7,DSL,6,0.512,150,61,0,0,61,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,75,20,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,776135.35,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,776135.35,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,83097.29914,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,25,3,1229,50,0,0,50,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,115,7,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,600,15,1229,90,0,0,90,0,Yes,,,,
"Raw Bandwidth Telecom, Inc.",CALIFORNIA,340898.5833,DSL,15,1.5,Inf,64.95,0,0,64.95,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,45,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,144461.3835,DSL,6,0.5,Inf,27.99,0,0,27.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,70,3,Inf,44.99,0,0,44.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,90,5,Inf,44.99,0,0,44.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,41548.64957,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,100,5,1229,55,0,0,55,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,1000,35,1229,100,0,0,100,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,170449.2917,FTTH,20,1,Inf,49.99,0,0,49.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,170449.2917,DSL,20,1,Inf,59.99,0,0,59.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,170449.2917,DSL,40,2,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,170449.2917,FTTH,75,8,Inf,69.99,0,0,69.99,0,Yes,,,,
"Sonic Telecom, LLC",CALIFORNIA,83097.29914,FTTH,1000,1000,Inf,89.99,0,0,89.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,10,1,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,100,20,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,18,0.768,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,136552.0875,DSL,25,5,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
AT&T California,CALIFORNIA,68276.04375,DSL,5,1,1000,69.99,0,0,69.99,0,Yes,,,,
"Consolidated Smart Broadband Systems, LLC",CALIFORNIA,60480.5353,Fixed wireless,300,30,Inf,44.99,4.06,0,49.05,0,Yes,,,,
"COMCAST CABLE COMMUNICATIONS, LLC",CALIFORNIA,355953.4414,Cable,200,5,1229,70,0,0,70,0,Yes,,,,
Frontier Communications Corporation,CALIFORNIA,72230.69174,DSL,9,1,Inf,34.99,0,0,34.99,0,Yes,,,,
